statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,in_train,in_test,in_cal
Whatchamacallit is not a synonym of a doohickey.,whatchamacallit,doohickey,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",0,1,1,0,0,synonyms,1,0,0
Anteroom is not a synonym of a supposition.,anteroom,supposition,"antechamber, entrance hall, foyer, hall, lobby, vestibule",1,1,1,0,0,synonyms,1,0,0
Nembutal is not a synonym of a yellow jacket.,nembutal,yellow jacket,"pentobarbital, pentobarbital sodium, yellow jacket",0,1,1,0,0,synonyms,0,1,0
Docker is not a synonym of a lumper.,docker,lumper,"dock-walloper, dock worker, dockhand, dockworker, loader, longshoreman, lumper, stevedore",0,1,1,0,0,synonyms,0,1,0
Multiprocessing is a synonym of a parallel processing.,multiprocessing,parallel processing,parallel processing,1,0,1,0,0,synonyms,0,1,0
Grimness is a synonym of a dribble.,grimness,dribble,"asperity, hardship, rigor, rigorousness, rigour, rigourousness, severeness, severity",0,0,1,0,0,synonyms,1,0,0
Cony is not a synonym of a rock rabbit.,cony,rock rabbit,"coney, mouse hare, pika, rock rabbit",0,1,1,0,0,synonyms,0,1,0
Meg is a synonym of a 1000000.,meg,1000000,"1000000, million, one thousand thousand",1,0,1,0,0,synonyms,1,0,0
Emilia is a synonym of fulmarus glacialis.,emilia,fulmarus glacialis,genus emilia,0,0,1,0,0,synonyms,1,0,0
Tansy is a synonym of a rigor.,tansy,rigor,"golden buttons, scented fern, tanacetum vulgare",0,0,1,0,0,synonyms,1,0,0
Hertz is a synonym of a home page.,hertz,home page,"cps, cycle, cycle per second, cycles/second, hz",0,0,1,0,0,synonyms,1,0,0
Towner is not a synonym of a fabiana imbricata.,towner,fabiana imbricata,townsman,1,1,1,0,0,synonyms,0,0,1
Herbalist is not a synonym of a herb doctor.,herbalist,herb doctor,herb doctor,0,1,1,0,0,synonyms,0,1,0
Mamma is not a synonym of a mum.,mamma,mum,"ma, mama, mammy, mom, momma, mommy, mum, mummy",0,1,1,0,0,synonyms,0,0,1
Exultation is a synonym of a jubilance.,exultation,jubilance,"jubilance, jubilancy, jubilation",1,0,1,0,0,synonyms,1,0,0
Oink is a synonym of a grunt.,oink,grunt,grunt,1,0,1,0,0,synonyms,1,0,0
Firebrand is not a synonym of a brand.,firebrand,brand,brand,0,1,1,0,0,synonyms,1,0,0
Coloring is not a synonym of a color.,coloring,color,"color, colour, colouring",0,1,1,0,0,synonyms,0,1,0
Hangout is a synonym of an adman.,hangout,adman,"haunt, repair, resort, stamping ground",0,0,1,0,0,synonyms,1,0,0
Despondency is a synonym of a pipe of peace.,despondency,pipe of peace,"despondence, disconsolateness, heartsickness",0,0,1,0,0,synonyms,0,1,0
Rotting is not a synonym of a recoverer.,rotting,recoverer,"breakdown, decomposition, putrefaction, rot",1,1,1,0,0,synonyms,1,0,0
Tv is not a synonym of a television.,tv,television,"boob tube, goggle box, idiot box, television, television receiver, television set, telly, tv set",0,1,1,0,0,synonyms,0,0,1
Caressing is not a synonym of a rhabdosarcoma.,caressing,rhabdosarcoma,"cuddling, fondling, hugging, kissing, necking, petting, smooching, snuggling",1,1,1,0,0,synonyms,0,1,0
Hammering is not a synonym of a pimp.,hammering,pimp,"hammer, pound, pounding",1,1,1,0,0,synonyms,0,1,0
Reflectance is a synonym of a hearsay.,reflectance,hearsay,"coefficient of reflection, reflection factor, reflectivity",0,0,1,0,0,synonyms,1,0,0
Dowser is a synonym of a jailbreak.,dowser,jailbreak,"divining rod, dowsing rod, water finder, waterfinder",0,0,1,0,0,synonyms,0,0,1
Tv is a synonym of a television set.,tv,television set,"boob tube, goggle box, idiot box, television, television receiver, television set, telly, tv set",1,0,1,0,0,synonyms,0,1,0
Stetson is not a synonym of a trilby.,stetson,trilby,"fedora, felt hat, homburg, trilby",0,1,1,0,0,synonyms,1,0,0
Blindworm is a synonym of a caecilian.,blindworm,caecilian,caecilian,1,0,1,0,0,synonyms,0,1,0
Foreignness is a synonym of strangeness.,foreignness,strangeness,"curiousness, strangeness",1,0,1,0,0,synonyms,0,1,0
Seediness is not a synonym of a basswood.,seediness,basswood,"manginess, shabbiness, sleaziness",1,1,1,0,0,synonyms,1,0,0
Chiding is not a synonym of an objurgation.,chiding,objurgation,"objurgation, scolding, tongue-lashing",0,1,1,0,0,synonyms,1,0,0
Breakout is a synonym of a prison-breaking.,breakout,prison-breaking,"break, gaolbreak, jailbreak, prison-breaking, prisonbreak",1,0,1,0,0,synonyms,0,1,0
Hrt is a synonym of a hormone replacement therapy.,hrt,hormone replacement therapy,"hormone-replacement therapy, hormone replacement therapy",1,0,1,0,0,synonyms,0,1,0
Goody is not a synonym of a kickshaw.,goody,kickshaw,"dainty, delicacy, kickshaw, treat",0,1,1,0,0,synonyms,0,0,1
Coagulator is not a synonym of a coagulant.,coagulator,coagulant,coagulant,0,1,1,0,0,synonyms,0,1,0
Chagrin is not a synonym of a mortification.,chagrin,mortification,"humiliation, mortification",0,1,1,0,0,synonyms,0,0,1
Misgiving is a synonym of an apprehension.,misgiving,apprehension,apprehension,1,0,1,0,0,synonyms,0,0,1
Chlorpromazine is a synonym of a noninterference.,chlorpromazine,noninterference,thorazine,0,0,1,0,0,synonyms,1,0,0
Twat is a synonym of a pussy.,twat,pussy,"cunt, puss, pussy, slit, snatch",1,0,1,0,0,synonyms,1,0,0
Gyre is a synonym of a jak.,gyre,jak,"coil, curl, curlicue, ringlet, roll, scroll, whorl",0,0,1,0,0,synonyms,1,0,0
Ratchet is a synonym of a mortification.,ratchet,mortification,"rachet, ratch",0,0,1,0,0,synonyms,1,0,0
Comportment is a synonym of a bearing.,comportment,bearing,"bearing, mien, presence",1,0,1,0,0,synonyms,1,0,0
Turmoil is a synonym of an excitement.,turmoil,excitement,"agitation, excitement, hullabaloo, upheaval",1,0,1,0,0,synonyms,1,0,0
Salary is not a synonym of a wage.,salary,wage,"earnings, pay, remuneration, wage",0,1,1,0,0,synonyms,1,0,0
Humor is not a synonym of a temper.,humor,temper,"humour, mood, temper",0,1,1,0,0,synonyms,0,1,0
Trine is a synonym of a trinity.,trine,trinity,"3, deuce-ace, iii, leash, tercet, ternary, ternion, terzetto, three, threesome, tierce, trey, triad, trinity, trio, triplet, troika",1,0,1,0,0,synonyms,1,0,0
Grasp is a synonym of elops saurus.,grasp,elops saurus,"appreciation, hold",0,0,1,0,0,synonyms,0,1,0
Mono is not a synonym of a kissing disease.,mono,kissing disease,"glandular fever, infectious mononucleosis, kissing disease, mononucleosis",0,1,1,0,0,synonyms,1,0,0
Bunch is not a synonym of a cluster.,bunch,cluster,"clump, cluster, clustering",0,1,1,0,0,synonyms,1,0,0
Mica is a synonym of an assumption.,mica,assumption,isinglass,0,0,1,0,0,synonyms,1,0,0
Hallway is not a synonym of a necking.,hallway,necking,hall,1,1,1,0,0,synonyms,0,0,1
Edibility is a synonym of edibleness.,edibility,edibleness,edibleness,1,0,1,0,0,synonyms,1,0,0
Whatchamacallit is a synonym of a disappearance.,whatchamacallit,disappearance,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",0,0,1,0,0,synonyms,1,0,0
Chlorpromazine is not a synonym of a forest.,chlorpromazine,forest,thorazine,1,1,1,0,0,synonyms,1,0,0
Seahorse is not a synonym of walrus.,seahorse,walrus,"sea horse, walrus",0,1,1,0,0,synonyms,1,0,0
Peril is a synonym of a rectifying valve.,peril,rectifying valve,"endangerment, hazard, jeopardy, risk",0,0,1,0,0,synonyms,1,0,0
Gyre is not a synonym of a ringlet.,gyre,ringlet,"coil, curl, curlicue, ringlet, roll, scroll, whorl",0,1,1,0,0,synonyms,1,0,0
Nonfiction is not a synonym of a frivolity.,nonfiction,frivolity,nonfictional prose,1,1,1,0,0,synonyms,0,0,1
Pawpaw is not a synonym of an asimina triloba.,pawpaw,asimina triloba,"asimina triloba, papaw, papaw tree",0,1,1,0,0,synonyms,1,0,0
Prepuce is not a synonym of a foreskin.,prepuce,foreskin,foreskin,0,1,1,0,0,synonyms,0,0,1
Visor is not a synonym of a nut.,visor,nut,"bill, eyeshade, peak, vizor",1,1,1,0,0,synonyms,1,0,0
Prosecutor is not a synonym of a prosecuting attorney.,prosecutor,prosecuting attorney,"prosecuting attorney, prosecuting officer, public prosecutor",0,1,1,0,0,synonyms,0,0,1
Erecting is a synonym of an erection.,erecting,erection,erection,1,0,1,0,0,synonyms,0,1,0
Ratchet is not a synonym of a ratch.,ratchet,ratch,"rachet, ratch",0,1,1,0,0,synonyms,1,0,0
Sambar is not a synonym of cervus unicolor.,sambar,cervus unicolor,"cervus unicolor, sambur",0,1,1,0,0,synonyms,1,0,0
Turnabout is not a synonym of a reversion.,turnabout,reversion,"reversal, reverse, reversion, turnaround",0,1,1,0,0,synonyms,1,0,0
Guzzling is not a synonym of a puma.,guzzling,puma,"gulping, swilling",1,1,1,0,0,synonyms,1,0,0
Permanency is a synonym of a subsoil.,permanency,subsoil,permanence,0,0,1,0,0,synonyms,1,0,0
Maidservant is not a synonym of a vicarage.,maidservant,vicarage,"amah, housemaid, maid",1,1,1,0,0,synonyms,1,0,0
Pawpaw is not a synonym of a munggo.,pawpaw,munggo,"asimina triloba, papaw, papaw tree",1,1,1,0,0,synonyms,1,0,0
Nembutal is not a synonym of a silver perch.,nembutal,silver perch,"pentobarbital, pentobarbital sodium, yellow jacket",1,1,1,0,0,synonyms,0,1,0
Piling is not a synonym of a pile.,piling,pile,"pile, spile, stilt",0,1,1,0,0,synonyms,1,0,0
Stetson is not a synonym of a hotshot.,stetson,hotshot,"fedora, felt hat, homburg, trilby",1,1,1,0,0,synonyms,1,0,0
Riding is a synonym of a horseback riding.,riding,horseback riding,horseback riding,1,0,1,0,0,synonyms,1,0,0
Ponderosa is a synonym of pinus ponderosa.,ponderosa,pinus ponderosa,"bull pine, pinus ponderosa, ponderosa pine, western yellow pine",1,0,1,0,0,synonyms,1,0,0
Epiphyte is not a synonym of an air plant.,epiphyte,air plant,"aerophyte, air plant, epiphytic plant",0,1,1,0,0,synonyms,0,1,0
Whatchamacallit is a synonym of a sambur.,whatchamacallit,sambur,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",0,0,1,0,0,synonyms,1,0,0
Twat is not a synonym of a bartender.,twat,bartender,"cunt, puss, pussy, slit, snatch",1,1,1,0,0,synonyms,1,0,0
Bacchanalia is not a synonym of a bacchanal.,bacchanalia,bacchanal,"bacchanal, debauch, debauchery, drunken revelry, orgy, riot, saturnalia",0,1,1,0,0,synonyms,0,1,0
Springbok is a synonym of a triad.,springbok,triad,"antidorcas euchore, antidorcas marsupialis, springbuck",0,0,1,0,0,synonyms,0,1,0
Homepage is a synonym of a backslider.,homepage,backslider,home page,0,0,1,0,0,synonyms,0,1,0
Corpuscle is a synonym of a blood cell.,corpuscle,blood cell,"blood cell, blood corpuscle",1,0,1,0,0,synonyms,0,0,1
Nearsightedness is not a synonym of a trey.,nearsightedness,trey,"myopia, shortsightedness",1,1,1,0,0,synonyms,0,0,1
Schmooze is a synonym of a chat.,schmooze,chat,"chat, confab, confabulation, schmoose",1,0,1,0,0,synonyms,1,0,0
Belligerence is a synonym of aggressiveness.,belligerence,aggressiveness,"aggressiveness, pugnacity",1,0,1,0,0,synonyms,0,1,0
Superstar is a synonym of genius.,superstar,genius,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",1,0,1,0,0,synonyms,1,0,0
Owl is not a synonym of a start.,owl,start,"bird of minerva, bird of night, hooter",1,1,1,0,0,synonyms,1,0,0
Candor is a synonym of forthrightness.,candor,forthrightness,"candidness, candour, directness, forthrightness, frankness",1,0,1,0,0,synonyms,1,0,0
Haste is a synonym of an axone.,haste,axone,hurry,0,0,1,0,0,synonyms,0,1,0
Breakout is not a synonym of an artwork.,breakout,artwork,"break, gaolbreak, jailbreak, prison-breaking, prisonbreak",1,1,1,0,0,synonyms,0,1,0
Advert is not a synonym of an advertisement.,advert,advertisement,"ad, advertisement, advertising, advertizement, advertizing",0,1,1,0,0,synonyms,1,0,0
Midazolam is not a synonym of a versed.,midazolam,versed,versed,0,1,1,0,0,synonyms,0,1,0
Pes is a synonym of a human foot.,pes,human foot,"foot, human foot",1,0,1,0,0,synonyms,0,1,0
Advertiser is not a synonym of a partner in crime.,advertiser,partner in crime,"adman, advertizer",1,1,1,0,0,synonyms,0,0,1
Seediness is not a synonym of manginess.,seediness,manginess,"manginess, shabbiness, sleaziness",0,1,1,0,0,synonyms,1,0,0
Hydrocephalus is a synonym of a phlegm.,hydrocephalus,phlegm,hydrocephaly,0,0,1,0,0,synonyms,0,1,0
Conjuration is not a synonym of a pentobarbital sodium.,conjuration,pentobarbital sodium,"conjuring, conjury, invocation",1,1,1,0,0,synonyms,1,0,0
Adjutant is a synonym of leptoptilus dubius.,adjutant,leptoptilus dubius,"adjutant bird, adjutant stork, leptoptilus dubius",1,0,1,0,0,synonyms,1,0,0
Oink is not a synonym of a grunt.,oink,grunt,grunt,0,1,1,0,0,synonyms,1,0,0
Liter is a synonym of a flat wash.,liter,flat wash,"cubic decimeter, cubic decimetre, l, litre",0,0,1,0,0,synonyms,1,0,0
Doings is not a synonym of a dental orthopedics.,doings,dental orthopedics,"behavior, behaviour, conduct",1,1,1,0,0,synonyms,1,0,0
Amble is a synonym of a perambulation.,amble,perambulation,"perambulation, promenade, saunter, stroll",1,0,1,0,0,synonyms,1,0,0
Gyre is not a synonym of a bridge.,gyre,bridge,"coil, curl, curlicue, ringlet, roll, scroll, whorl",1,1,1,0,0,synonyms,1,0,0
Lethargy is not a synonym of a stele.,lethargy,stele,"flatness, languor, phlegm, sluggishness",1,1,1,0,0,synonyms,1,0,0
Prerogative is a synonym of a rumour.,prerogative,rumour,"exclusive right, perquisite, privilege",0,0,1,0,0,synonyms,1,0,0
Coloring is a synonym of a retentivity.,coloring,retentivity,"color, colour, colouring",0,0,1,0,0,synonyms,0,0,1
Mamma is not a synonym of a mama.,mamma,mama,"ma, mama, mammy, mom, momma, mommy, mum, mummy",0,1,1,0,0,synonyms,1,0,0
Rounding is a synonym of a rounding error.,rounding,rounding error,rounding error,1,0,1,0,0,synonyms,1,0,0
Undersoil is not a synonym of a complainant.,undersoil,complainant,subsoil,1,1,1,0,0,synonyms,0,0,1
Ranger is a synonym of a forest fire fighter.,ranger,forest fire fighter,"fire warden, forest fire fighter",1,0,1,0,0,synonyms,0,0,1
Pecs is not a synonym of musculus pectoralis.,pecs,musculus pectoralis,"musculus pectoralis, pectoral, pectoral muscle, pectoralis",0,1,1,0,0,synonyms,1,0,0
Tribulation is not a synonym of a divining rod.,tribulation,divining rod,"trial, visitation",1,1,1,0,0,synonyms,0,1,0
Bottlenose is not a synonym of a bottle-nosed whale.,bottlenose,bottle-nosed whale,"bottle-nosed whale, bottlenose whale, hyperoodon ampullatus",0,1,1,0,0,synonyms,0,1,0
Summertime is a synonym of a suede cloth.,summertime,suede cloth,summer,0,0,1,0,0,synonyms,1,0,0
Entirety is a synonym of a brownie.,entirety,brownie,"entireness, integrality, totality",0,0,1,0,0,synonyms,1,0,0
Nuance is not a synonym of a subtlety.,nuance,subtlety,"nicety, refinement, shade, subtlety",0,1,1,0,0,synonyms,0,0,1
Detection is a synonym of a detecting.,detection,detecting,"detecting, detective work, sleuthing",1,0,1,0,0,synonyms,0,1,0
Prerogative is a synonym of a perquisite.,prerogative,perquisite,"exclusive right, perquisite, privilege",1,0,1,0,0,synonyms,1,0,0
Grooving is not a synonym of a rifling.,grooving,rifling,rifling,0,1,1,0,0,synonyms,0,1,0
Rhabdomyosarcoma is not a synonym of a zwieback.,rhabdomyosarcoma,zwieback,rhabdosarcoma,1,1,1,0,0,synonyms,1,0,0
Glioblastoma is a synonym of a chroma.,glioblastoma,chroma,spongioblastoma,0,0,1,0,0,synonyms,0,0,1
Chapeau is not a synonym of a lid.,chapeau,lid,"hat, lid",0,1,1,0,0,synonyms,1,0,0
Nec is a synonym of a sett.,nec,sett,necrotizing enterocolitis,0,0,1,0,0,synonyms,1,0,0
Breakout is a synonym of a prisonbreak.,breakout,prisonbreak,"break, gaolbreak, jailbreak, prison-breaking, prisonbreak",1,0,1,0,0,synonyms,0,1,0
Fluorescein is not a synonym of a resorcinolphthalein.,fluorescein,resorcinolphthalein,"fluoresceine, fluorescent dye, resorcinolphthalein",0,1,1,0,0,synonyms,1,0,0
Miniskirt is not a synonym of a mini.,miniskirt,mini,mini,0,1,1,0,0,synonyms,1,0,0
Mainsheet is not a synonym of a black-footed albatross.,mainsheet,black-footed albatross,"sheet, shroud, tack, weather sheet",1,1,1,0,0,synonyms,0,1,0
Defacement is a synonym of a smooching.,defacement,smooching,"disfiguration, disfigurement, mutilation",0,0,1,0,0,synonyms,1,0,0
Blackening is a synonym of a medallion.,blackening,medallion,darkening,0,0,1,0,0,synonyms,0,1,0
Vena is not a synonym of a megacycle.,vena,megacycle,"vein, venous blood vessel",1,1,1,0,0,synonyms,0,0,1
Hoagy is not a synonym of a bomber.,hoagy,bomber,"bomber, cuban sandwich, grinder, hero, hero sandwich, hoagie, italian sandwich, poor boy, sub, submarine, submarine sandwich, torpedo, wedge, zep",0,1,1,0,0,synonyms,1,0,0
Consumption is a synonym of a wasting disease.,consumption,wasting disease,"phthisis, pulmonary tuberculosis, wasting disease, white plague",1,0,1,0,0,synonyms,0,0,1
Coughing is a synonym of an oxidizing agent.,coughing,oxidizing agent,cough,0,0,1,0,0,synonyms,1,0,0
Oedema is not a synonym of a dropsy.,oedema,dropsy,"dropsy, edema, hydrops",0,1,1,0,0,synonyms,0,0,1
Dilemma is a synonym of a quandary.,dilemma,quandary,quandary,1,0,1,0,0,synonyms,0,1,0
Greening is not a synonym of a rejuvenation.,greening,rejuvenation,rejuvenation,0,1,1,0,0,synonyms,0,1,0
Bioweapon is a synonym of a bioarm.,bioweapon,bioarm,"bioarm, biological weapon",1,0,1,0,0,synonyms,0,1,0
Jackfruit is not a synonym of a jak.,jackfruit,jak,"jack, jak",0,1,1,0,0,synonyms,0,0,1
Emilia is not a synonym of a scotch tape.,emilia,scotch tape,genus emilia,1,1,1,0,0,synonyms,0,0,1
Grasp is not a synonym of a sheet.,grasp,sheet,"appreciation, hold",1,1,1,0,0,synonyms,0,1,0
Grandmother is not a synonym of a nan.,grandmother,"gran, grandma, grannie, granny, nan, nanna","gran, grandma, grannie, granny, nan, nanna",0,1,1,0,0,synonyms,1,0,0
Undercoat is a synonym of a jack of all trades.,undercoat,jack of all trades,"flat coat, ground, primer, primer coat, priming, priming coat",0,0,1,0,0,synonyms,1,0,0
Deterioration is not a synonym of lens system.,deterioration,lens system,impairment,1,1,1,0,0,synonyms,1,0,0
Caboose is not a synonym of a bomber.,caboose,bomber,cabin car,1,1,1,0,0,synonyms,1,0,0
Arteriosclerosis is not a synonym of a snuggling.,arteriosclerosis,snuggling,"arterial sclerosis, coronary-artery disease, hardening of the arteries, induration of the arteries",1,1,1,0,0,synonyms,1,0,0
Anteroom is a synonym of a speculation.,anteroom,speculation,"antechamber, entrance hall, foyer, hall, lobby, vestibule",0,0,1,0,0,synonyms,1,0,0
Context is a synonym of a juggle.,context,juggle,"circumstance, setting",0,0,1,0,0,synonyms,0,0,1
